transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN001062,M21239,978-1-5024-1209-6,2024-06-27,2024-07-25,BR010
TXN001063,,978-0-7371-0094-5,2025-06-15,2025-06-20,BR014
TXN001064,M86368,978-0-11-457758-2,2024-04-19,2024-05-06,BR003
TXN001065,M44671,978-1-57054-589-4,2024-10-02,2024-10-17,BR011
TXN001066,M88188,978-0-263-25703-8,2024-12-09,2024-12-14,BR004
TXN001067,M24230,,2025-03-05,2025-03-22,BR009
TXN001068,M99701,978-1-313-61487-0,2025-10-04,2025-10-10,BR003
TXN001069,M72373,978-1-55696-443-5,2023-11-13,,BR010
TXN001070,M79655,978-0-679-54107-3,2025-08-21,,BR002
TXN001071,M96427,978-1-284-98247-3,2024-05-11,2024-05-12,BR010
TXN001072,M98940,978-0-7034-9107-7,2024-05-24,2024-06-21,BR009
TXN001073,M15693,978-1-00-425488-0,2024-02-04,2024-03-01,BR007
TXN001074,M73192,978-1-236-91430-9,2024-09-23,2024-10-19,BR007
TXN001075,M85513,978-0-666-14494-2,2024-02-17,2024-03-13,BR003
TXN001076,M40475,978-1-923426-83-2,2024-05-21,2024-06-19,BR002
TXN001077,M81267,978-1-9782-6612-4,2024-11-01,,BR004
TXN001078,M10932,978-1-75676-670-9,2025-08-11,2025-08-24,BR002
TXN001079,M95792,978-1-129-43985-8,2024-01-15,2024-01-27,BR013
TXN001080,M23970,978-0-626-07870-6,2023-12-14,2023-12-23,BR011
TXN001081,M80268,978-0-591-49750-2,2024-01-10,2024-02-01,BR006
TXN001082,M62095,978-0-8287-2324-4,2025-01-15,2025-02-02,BR007
TXN001083,M73238,978-1-931102-91-9,2024-10-27,2024-11-05,BR009
TXN001084,M50193,978-0-17-087601-8,2024-05-20,2024-06-13,BR013
TXN001085,M28096,978-0-384-97916-1,2024-01-28,2024-02-05,BR011
TXN001086,M68536,978-0-232-88377-0,2024-05-13,2024-05-30,BR003
TXN001087,M62502,978-1-5466-1766-2,2024-01-30,2024-02-22,BR013
TXN001088,M99727,978-1-196-09409-7,2024-09-02,2024-09-23,BR003
TXN001089,M10693,978-0-7740-2588-1,2024-03-16,2024-04-15,BR014
TXN001090,M88675,978-0-225-95724-2,2025-05-09,2025-05-21,BR002
TXN001091,M20490,978-1-176-79298-2,02/05/2025,2025-05-15,BR012
TXN001092,M90473,978-0-599-59961-1,2023-11-15,2023-12-05,BR005
TXN001093,M17531,978-0-11-775331-0,2025-08-01,2025-08-17,BR014
TXN001094,M67536,,2024-02-18,2024-03-15,BR014
TXN001095,M77915,978-1-109-41017-4,2025-04-24,2025-05-11,BR001
TXN001096,M77608,978-0-517-62983-3,2024-03-05,2024-03-07,BR010
TXN001097,M57151,978-1-4332-6831-1,12/12/2024,2024-12-15,  BR001 
TXN001098,M46167,978-0-02-056981-7,2024-06-19,2024-07-02,BR006
TXN001099,M86818,978-0-397-85598-8,2025-06-28,2025-07-01,BR001
TXN001100,M21818,978-1-66191-284-0,12/26/2023,2024-01-25,BR012
TXN001101,M86406,978-0-09-850344-7,25/07/2024,2024-08-14,BR014
TXN001102,M35496,978-0-241-89389-0,2024-10-13,2024-10-22,BR007
TXN001103,M32942,978-0-8197-4005-2,2024-08-17,2024-09-03,BR002
TXN001104,M48568,978-1-02-385037-7,2023-12-06,2023-12-15,BR002
TXN001105,,978-1-169-91872-6,2024-04-28,2024-05-13,BR010
TXN001106,M59424,978-0-07-835674-2,2025-05-07,2025-05-18,BR013
TXN001107,M70142,978-0-00-389608-4,2024-09-30,2024-10-01,BR015
TXN001108,M73172,978-1-266-82171-4,07/30/2025,2025-08-25,BR002
TXN001109,M38885,978-1-356-03319-5,2023-10-21,2023-11-04,BR004
TXN001110,M56281,978-0-03-010272-1,05/07/2024,2024-05-16,BR001
TXN001111,M42539,978-1-934296-71-4,02/04/2025,2025-03-03,BR007
TXN001112,M54825,978-1-83753-745-7,05/06/2025,2025-05-17,BR015
TXN001113,M56338,978-0-8458-8105-7,2025-08-02,2025-08-26,BR010
TXN001114,M99536,978-1-132-83483-1,2024-01-11,2024-01-18,  BR004 
TXN001115,M40783,978-0-377-10704-5,2024-05-04,2024-05-12,BR014
TXN001116,M36577,978-1-104-96706-2,2024-07-21,2024-07-26,BR014
TXN001117,M23983,978-0-362-68040-9,2024-11-12,2024-12-04,BR002
TXN001118,M74574,978-0-9549305-9-2,08/26/2024,2024-08-28,BR013
TXN001119,M73214,978-0-18-648769-7,2025-03-22,2025-04-20,BR006
TXN001120,M85303,978-0-673-20441-7,2025-10-13,2025-11-07,  BR008 
TXN001121,,978-1-960945-44-0,2025-05-07,2025-05-12,BR004
TXN001122,M17097,978-0-495-42770-4,2024-08-30,2024-09-17,BR007
TXN001123,M14268,978-0-578-36091-1,2024-05-03,2024-05-28,BR007
TXN001124,M32911,978-0-7244-4723-7,2025-01-16,2025-01-31,BR002
TXN001125,M51373,978-0-310-28795-7,2023-11-13,2023-11-26,BR001
TXN001126,M86153,978-0-440-58093-5,2024-06-25,2024-07-04,BR006
TXN001127,M34530,978-1-181-33595-2,11/06/2025,2025-07-01,BR004
TXN001128,M54970,978-0-642-05955-0,2025-09-25,2025-10-09,BR008
TXN001129,M58799,978-1-4902-5042-7,2025-08-10,2025-08-16,BR007
TXN001130,M84895,978-0-935889-53-6,2024-07-16,2024-08-12,BR010
TXN001131,M23090,978-0-611-39898-7,2025-04-02,2025-04-16,BR013
TXN001132,M59923,978-0-9788754-3-5,2025-06-16,2025-06-21,BR013
TXN001133,M71995,978-0-535-37513-2,2024-09-03,2024-09-08,BR003
TXN001134,M92660,978-1-158-81579-1,2024-03-30,2024-04-15,BR012
TXN001135,M49326,978-0-928369-29-8,2024-04-21,2024-05-04,BR014
TXN001136,M22972,978-1-5116-6829-3,2024-10-09,2024-10-18,BR001
TXN001137,M72460,978-0-7021-6487-3,2025-04-09,2025-04-20,BR002
TXN001138,M44048,978-0-602-12886-9,2025-08-05,2025-08-31,BR009
TXN001139,M43779,978-0-683-41559-9,2025-01-01,2025-01-29,BR007
TXN001140,M99074,978-0-15-767647-1,2025-03-08,2025-03-29,BR004
TXN001141,M95082,978-0-209-95765-7,2024-08-29,2024-09-09,BR013
TXN001142,M98236,978-0-347-50988-6,2024-12-10,2025-01-08,BR013
TXN001143,M20277,978-1-56522-036-2,2024-10-27,2024-11-01,BR005
TXN001144,M31964,978-0-542-14477-6,2024-03-25,2024-04-15,BR015
TXN001145,M90256,978-1-4913-4213-8,11/20/2024,2024-11-23,BR014
TXN001146,M31233,978-0-908830-70-1,2024-07-10,2024-07-20,BR006
TXN001147,M45058,978-1-78274-117-6,2025-07-24,2025-08-08,BR007
TXN001148,M57600,978-1-124-15131-1,2024-06-09,2024-06-23,BR009
TXN001149,M31930,978-1-78150-618-9,2024-06-02,2024-06-10,BR001
TXN001150,M96772,978-0-329-63347-9,2024-02-01,2024-02-04,BR012
TXN001151,M37600,978-1-4231-8306-8,2023-12-02,,BR002
TXN001152,M72021,978-0-06-496935-2,2024-10-01,2024-10-18,BR001
TXN001153,M20911,978-1-347-76958-4,2024-09-29,2024-10-20,BR010
TXN001154,M61097,978-0-14-675361-9,2024-02-19,2024-03-05,BR004
TXN001155,M92114,978-0-562-77963-7,2023-11-04,2023-11-05,BR009
TXN001156,M14607,978-0-608-54566-0,2025-05-27,2025-06-24,BR014
TXN001157,M72410,978-1-4047-3504-0,2024-09-05,2024-09-14,  BR014 
TXN001158,M81898,978-0-8319-9529-4,2024-11-11,2024-11-30,BR012
TXN001159,M88326,978-1-155-81083-6,2024-07-04,2024-07-23,BR012
TXN001160,M67013,978-0-86342-556-1,2024-03-19,2024-04-18,BR011
TXN001161,M55504,978-0-00-818670-8,2024-02-05,2024-02-20,BR004
TXN001162,M50352,978-0-330-41662-7,2025-06-03,2025-06-04,BR005
TXN001163,,978-0-11-860089-7,2025-08-15,2025-08-27,BR013
TXN001164,M47586,978-1-394-56804-8,2024-05-01,2024-05-17,BR001
TXN001165,M72530,978-0-497-64613-4,2025-09-19,2025-09-29,BR013
TXN001166,M88250,978-1-4883-6076-3,2025-09-08,2025-09-15,BR001
TXN001167,M63967,978-1-390-63757-1,28/11/2024,2024-12-04,BR007
TXN001168,M94671,978-1-211-82379-4,2024-04-13,2024-04-16,BR007
TXN001169,M65343,978-1-9789-3074-2,08/10/2024,2024-09-09,BR009
TXN001170,M90375,978-0-05-996043-2,2025-04-17,2025-05-08,BR011
TXN001171,M79722,978-1-5357-7881-7,2025-08-17,2025-08-20,BR007
TXN001172,M33908,978-0-620-28123-2,2024-08-28,2024-09-17,BR002
TXN001173,M69345,978-0-672-87286-0,2024-07-31,2024-08-11,BR010
TXN001174,M12542,978-0-644-85959-2,2025-01-31,,BR009
TXN001175,M23405,978-1-83958-947-8,16/09/2024,2024-10-10,BR003
TXN001176,M11075,978-0-287-05622-8,2024-09-21,,BR003
TXN001177,M38467,978-1-331-87510-9,2025-01-12,2025-01-28,BR005
TXN001178,M58679,978-0-583-50344-0,2025-06-04,,  BR013 
TXN001179,M20515,978-1-59648-831-1,2024-12-20,,BR003
TXN001180,M61435,978-0-424-91289-9,01/27/2025,2025-02-25,BR008
TXN001181,M42778,978-1-9994973-2-3,10/15/2023,,BR014
TXN001182,M42631,978-0-19-222705-8,2023-12-09,2023-12-11,BR008
TXN001183,M36106,978-0-87675-481-8,04/07/2024,,BR013
TXN001184,M97294,978-1-67548-581-1,2025-07-20,2025-07-30,BR008
TXN001185,M52344,978-0-426-87741-7,2024-11-24,,BR012
TXN001186,M82034,978-1-205-75639-8,2024-11-26,2024-12-06,BR005
TXN001187,M36047,978-1-5203-7583-0,2023-10-18,2023-10-25,BR001
TXN001188,M24801,978-1-154-80940-4,2025-01-29,2025-02-04,BR007
TXN001189,,978-1-04-409079-0,2025-01-18,2025-01-19,BR007
TXN001190,M15504,978-0-7810-5092-0,2025-03-12,2025-04-01,BR012
TXN001191,M30315,978-0-16-107051-7,2025-07-02,2025-07-18,BR002
TXN001192,M21980,978-0-905529-58-5,2023-10-24,2023-11-18,BR006
TXN001193,M91937,978-1-01-382412-8,2024-09-02,2024-09-25,BR006
TXN001194,M80300,978-0-86204-485-5,2024-01-08,2024-01-19,BR003
TXN001195,M83184,978-0-9711121-2-4,2024-06-02,2024-07-01,BR013
TXN001196,M67503,978-0-03-571343-4,2025-04-12,2025-04-24,BR001
TXN001197,M27659,978-1-06-424295-7,2024-08-11,2024-08-26,BR001
TXN001198,M83272,978-1-324-47417-3,2024-06-29,2024-07-18,BR012
TXN001199,M34461,978-1-872096-28-5,2024-12-02,2024-12-11,BR006
TXN001200,M88470,978-1-4358-8418-2,2025-05-01,2025-05-18,BR009
TXN001201,M30319,978-0-7401-8272-3,2024-09-19,2024-10-01,BR014
TXN001202,M69517,,2024-06-06,2024-06-30,BR011
TXN001203,M34318,978-0-515-02675-7,2024-06-16,2024-07-11,BR010
TXN001204,M91290,978-0-542-78207-7,2025-05-27,,BR012
TXN001205,M80642,978-1-67345-957-9,2025-02-21,2025-03-09,BR004
TXN001206,M82281,978-0-381-66496-1,2024-12-20,2025-01-10,BR005
TXN001207,M52208,978-0-498-39225-2,2025-05-12,2025-05-14,  BR009 
TXN001208,M27009,978-0-425-76270-7,2025-02-06,2025-02-22,  BR001 
TXN001209,M35115,978-0-441-23361-8,2025-03-26,2025-04-08,BR010
TXN001210,M96235,978-1-07-251786-3,03/07/2025,2025-03-16,BR010
TXN001211,M16433,978-1-73162-526-7,2025-05-01,2025-05-02,BR010
TXN001212,M37359,978-1-968157-90-6,2024-03-24,2024-03-27,BR015
TXN001213,M71349,978-0-555-80996-9,2025-08-12,2025-09-05,BR001
TXN001214,M64519,978-0-7303-4615-9,2024-07-20,2024-08-16,BR013
TXN001215,M90862,978-1-244-67046-4,2024-02-22,2024-03-20,BR001
TXN001216,M49833,978-0-7151-6025-1,2024-01-16,2024-01-20,BR004
TXN001217,M23267,978-1-07-660464-4,2025-04-08,2025-04-15,BR009
TXN001218,M78969,978-1-85758-512-4,2025-09-29,2025-10-05,BR010
TXN001219,M83193,978-0-205-94389-0,2025-03-28,2025-04-22,BR007
TXN001220,M93705,978-1-07-401775-0,2023-11-19,2023-12-11,BR011
TXN001221,M65977,978-1-65408-424-0,2024-06-30,2024-07-18,BR003
TXN001222,M62632,978-1-5409-1508-5,2025-04-05,2025-04-25,BR011
TXN001223,M68066,978-0-18-122764-9,06/22/2024,2024-07-03,BR015
TXN001224,M58722,978-0-89701-550-9,2024-01-29,2024-02-22,BR011
TXN001225,M52395,978-1-81546-602-1,2025-09-07,2025-09-20,BR010
TXN001226,M82120,978-0-613-94498-4,2024-11-11,2024-11-26,BR005
TXN001227,M68654,978-0-597-36424-2,2024-10-14,2024-10-24,BR001
TXN001228,M88087,,2023-11-16,2023-11-26,BR003
TXN001229,M10860,978-0-440-63062-3,2024-05-01,2024-05-12,BR004
TXN001230,M12844,978-1-133-05319-4,2024-05-11,2024-06-10,BR012
TXN001231,M82569,978-1-958678-05-3,2024-06-18,2024-06-23,BR010
TXN001232,M22358,,2024-06-23,2024-07-02,BR006
TXN001233,M58114,978-0-7738-2646-5,2023-11-06,2023-12-02,BR004
TXN001234,M49361,978-1-85138-544-7,2025-04-14,2025-04-21,BR007
TXN001235,M20118,978-1-02-992959-6,2024-08-24,2024-09-09,BR013
TXN001236,M85527,978-1-873682-69-2,2025-09-06,2025-09-16,BR002
TXN001237,M14898,978-0-633-19422-2,04/26/2025,2025-05-21,BR010
TXN001238,M17329,978-1-5369-4551-5,2025-02-10,2025-03-09,BR006
TXN001239,M66925,978-1-367-74722-7,2024-08-01,2024-08-26,BR014
TXN001240,M39716,978-1-72169-666-6,29/02/2024,2024-03-01,BR014
TXN001241,M93084,978-0-299-81996-5,2025-09-04,,BR007
TXN001242,M78731,,2024-06-07,2024-06-18,BR009
TXN001243,M75850,978-0-9715096-8-9,2024-10-21,,BR003
TXN001244,M61495,978-0-7532-7352-4,2024-05-15,2024-06-01,BR013
TXN001245,M21807,978-0-9773973-2-7,2025-09-24,2025-09-29,BR005
TXN001246,M27326,978-1-237-10068-8,2025-10-10,2025-10-12,BR008
TXN001247,M81847,978-0-6481980-7-9,2024-09-29,2024-10-13,BR002
TXN001248,M27088,978-1-60568-761-2,2023-12-28,2024-01-13,BR008
TXN001249,M61815,978-0-256-52373-7,2024-04-24,2024-05-18,BR004
TXN001250,M78714,978-0-7734-5475-0,2025-05-11,2025-05-25,BR002
TXN001251,M52390,978-1-902284-03-3,2025-07-18,,BR010
TXN001252,M98047,978-1-4294-7742-0,2025-04-09,2025-04-20,BR006
TXN001253,M55157,978-0-946430-39-0,2024-05-22,2024-05-28,BR001
TXN001254,M55838,978-1-58867-925-3,2025-01-26,2025-01-31,BR013
TXN001255,M67732,,2024-12-16,2025-01-07,BR014
TXN001256,M58997,978-1-67287-276-8,2023-10-24,2023-10-28,BR012
TXN001257,M17148,978-1-343-32491-6,2025-01-31,2025-02-28,  BR010 
TXN001258,M47707,,2024-06-30,2024-07-10,BR012
TXN001259,M68990,978-0-8335-0615-3,2024-10-18,2024-11-05,BR006
TXN001260,M37770,978-0-07-983342-6,2025-03-01,2025-03-19,BR009
TXN001261,M73311,978-0-7209-4841-7,2025-04-09,2025-05-01,BR003
TXN001262,M12410,978-0-8403-3399-5,2024-09-26,2024-09-28,BR015
TXN001263,M43483,978-0-513-71717-6,2024-03-06,2024-03-29,BR005
TXN001264,M90997,978-1-4909-6173-6,2024-12-17,2024-12-18,BR008
TXN001265,M18729,978-0-469-47258-7,2024-10-01,2024-10-31,BR005
TXN001266,,978-1-4835-4884-5,2025-01-13,,BR002
TXN001267,M95119,978-0-7058-7722-0,2023-11-30,2023-12-23,  BR007 
TXN001268,M23055,978-1-175-82313-7,2024-03-17,2024-04-04,BR008
TXN001269,M21537,978-1-871493-92-4,2024-06-06,2024-06-24,BR009
TXN001270,M12816,,2024-03-02,2024-03-13,BR015
TXN001271,M74216,978-0-292-58796-0,2025-05-06,,BR003
TXN001272,M99694,978-0-474-52455-4,2025-06-11,2025-06-28,BR011
TXN001273,M46159,978-1-4696-6060-8,2025-09-21,2025-10-04,  BR011 
TXN001274,M13862,978-0-7403-3445-0,2023-10-31,2023-11-11,BR005
TXN001275,M61491,978-1-58833-987-4,2025-07-01,2025-07-18,BR002
TXN001276,M98866,978-0-325-79706-9,2025-02-27,2025-03-13,BR011
TXN001277,M41504,978-0-499-60105-6,2024-05-02,2024-06-01,BR007
TXN001278,M89346,978-1-4172-1562-1,2025-07-13,2025-08-03,BR009
TXN001279,M28163,978-0-8173-5984-3,2024-11-23,2024-12-21,BR011
TXN001280,M28102,978-0-215-57325-4,2024-09-20,2024-10-20,BR012
TXN001281,M27727,978-1-5344-9021-5,2025-01-25,2025-01-30,BR015
TXN001282,,978-1-70808-509-4,2024-08-28,2024-08-31,BR015
TXN001283,M83051,978-1-874951-19-3,2023-12-20,2023-12-31,BR012
TXN001284,M29073,978-0-8197-9316-4,2025-06-02,2025-06-16,BR013
TXN001285,M63903,978-1-251-29578-0,2025-05-06,2025-06-04,BR012
TXN001286,M93472,978-0-694-09600-8,2024-03-26,2024-04-02,BR005
TXN001287,M23994,978-0-439-58739-6,2025-08-20,2025-09-09,BR001
TXN001288,M90864,978-0-234-21089-5,2025-09-03,2025-09-23,BR010
TXN001289,M40432,978-0-85155-333-7,2024-05-22,2024-06-14,BR001
TXN001290,M72469,978-1-335-02716-0,2023-11-01,2023-11-24,BR014
TXN001291,M95140,978-1-07-763369-8,2025-05-31,2025-06-16,BR014
TXN001292,M28024,978-0-89812-317-3,2025-04-07,,BR004
TXN001293,M11967,978-1-63318-574-6,2024-10-19,2024-11-10,BR007
TXN001294,M36585,978-0-06-661554-7,2025-06-16,2025-07-01,BR002
TXN001295,M90879,978-1-316-70450-9,2024-01-24,2024-02-22,BR006
TXN001296,M42346,978-0-902822-70-2,2023-11-27,,BR013
TXN001297,M59856,978-1-59626-228-7,18/09/2025,2025-10-12,BR007
TXN001298,M84964,978-1-120-73465-5,2025-08-08,2025-08-31,BR009
TXN001299,M15047,978-1-00-507026-7,2023-11-16,2023-12-15,BR008
TXN001300,M15559,978-0-210-53161-7,2024-01-04,2024-01-17,BR004
TXN001301,M15144,978-1-68729-047-2,2024-09-21,2024-09-23,BR009
TXN001302,M34884,978-0-585-91779-5,2024-03-05,2024-03-30,BR007
TXN001303,M47475,978-0-231-16491-7,2024-04-13,2024-05-13,BR007
TXN001304,M17149,978-0-457-98894-6,2025-04-21,2025-05-18,BR015
TXN001305,M94685,978-1-65290-603-2,2025-09-29,2025-10-05,BR012
TXN001306,M86735,978-0-03-265097-8,2024-10-01,2024-10-14,BR012
TXN001307,M64206,978-0-9673794-8-7,30/08/2024,2024-09-18,BR001
TXN001308,M36467,978-1-5245-7871-8,2025-02-13,2025-03-08,BR002
TXN001309,M95010,978-1-156-08213-3,25/09/2025,2025-10-19,BR013
TXN001310,M26193,978-0-8425-4768-0,2025-10-02,2025-10-14,BR012
TXN001311,M21181,978-0-683-23035-2,2024-11-01,2024-11-18,BR007
TXN001312,M90225,978-0-85838-252-7,26/12/2023,2023-12-28,BR007
TXN001313,M32398,978-0-289-63406-6,2024-05-17,2024-06-14,BR010
TXN001314,M29672,978-1-75240-148-2,2025-02-13,2025-03-08,BR003
TXN001315,M16725,978-0-06-227236-2,2025-05-10,2025-05-25,BR005
TXN001316,M47851,978-1-933513-42-3,2025-07-27,2025-08-03,BR002
TXN001317,M10463,978-0-372-45018-4,2024-05-28,,  BR005 
TXN001318,M75225,978-1-374-18972-0,2023-12-04,2023-12-24,BR009
TXN001319,M74679,978-1-06-417692-4,2025-07-15,2025-07-30,BR010
TXN001320,M63759,978-1-381-19953-8,2025-07-10,2025-07-18,BR010
TXN001321,M81741,978-1-60144-485-1,2024-08-15,2024-09-11,BR011
TXN001322,M37215,,2025-06-16,,BR003
TXN001323,M55746,,2025-10-01,,BR014
TXN001324,M85771,978-0-17-397396-7,2025-02-11,2025-02-14,BR005
TXN001325,M16426,978-1-899698-60-8,2024-12-26,2025-01-05,BR003
TXN001326,M90096,978-0-13-599660-7,2024-06-23,2024-07-19,BR012
TXN001327,M83685,978-1-9806-6039-2,2024-02-23,2024-03-06,  BR008 
TXN001328,M14697,978-0-460-74555-0,2025-09-24,2025-10-23,BR005
TXN001329,,978-1-70574-238-9,2025-04-29,2025-05-17,BR013
TXN001330,M18509,978-1-5271-5598-5,2025-04-06,2025-05-04,BR003
TXN001331,M45968,978-1-4116-5972-8,2025-04-19,2025-05-12,BR007
TXN001332,M37400,978-1-75575-225-3,2023-10-25,2023-11-15,BR002
TXN001333,M79330,978-1-884882-69-2,2025-03-05,2025-03-25,BR008
TXN001334,M47642,978-0-19-642585-6,2024-07-30,2024-08-16,BR014
TXN001335,M85385,978-0-499-15370-8,2024-04-10,2024-04-30,BR006
TXN001336,M83745,978-1-07-333373-8,2024-01-28,2024-02-13,BR012
TXN001337,M33580,978-0-09-776889-2,2024-03-02,2024-03-09,BR004
TXN001338,M10207,978-1-964546-55-1,2025-08-01,2025-08-05,BR008
TXN001339,M37175,978-1-85125-389-0,2024-01-16,2024-01-27,BR007
TXN001340,M55829,978-1-193-58374-7,2024-12-06,2024-12-27,BR011
TXN001341,M36370,978-1-9779-6120-4,11/26/2024,2024-12-06,BR005
TXN001342,M49358,978-1-72151-494-6,2025-09-05,2025-09-09,BR006
TXN001343,M99893,978-1-62637-484-3,2024-06-11,2024-07-01,BR007
TXN001344,M13816,978-0-89509-059-1,2024-01-09,2024-01-20,BR004
TXN001345,M98142,978-0-86233-922-7,2023-11-04,2023-11-25,BR008
TXN001346,M27793,978-0-511-69666-4,2025-03-06,2025-04-03,BR011
TXN001347,M80381,978-1-214-52647-0,2023-12-19,2024-01-02,BR008
TXN001348,M17342,978-1-335-15718-8,2024-04-19,2024-05-11,BR005
TXN001349,M51353,978-0-512-08005-9,2024-07-21,2024-08-12,BR001
TXN001350,M53479,978-1-123-97283-2,2025-09-26,2025-09-29,BR015
TXN001351,M29569,978-0-9592728-2-6,2025-05-31,2025-06-13,BR001
TXN001352,M92118,978-0-908144-15-0,2025-02-24,2025-03-09,BR003
TXN001353,M34560,978-0-7392-9578-6,2025-06-13,2025-06-23,BR014
TXN001354,M51222,978-0-8153-5237-2,2024-02-28,2024-03-15,BR005
TXN001355,M41148,978-0-507-91815-2,2025-08-10,2025-08-17,BR014
TXN001356,M78825,978-0-452-73466-1,2024-08-27,2024-08-29,BR002
TXN001357,M36489,978-1-07-158796-6,2024-05-24,2024-06-19,BR008
TXN001358,M73263,978-0-8031-4998-4,2024-02-17,2024-03-18,BR003
TXN001359,M73369,978-0-8004-6358-8,2023-11-21,2023-12-02,BR009
TXN001360,M28781,978-0-85031-723-7,2025-03-17,2025-04-03,BR002
TXN001361,M98698,978-0-7399-0063-5,2025-08-02,2025-08-17,BR004
TXN001362,M60801,978-1-03-526356-1,2023-11-15,2023-11-25,BR009
TXN001363,M15771,978-0-946943-46-3,2025-03-01,2025-03-12,BR010
TXN001364,M71194,978-1-64374-906-8,2023-11-13,2023-12-05,BR002
TXN001365,M50957,,2025-04-26,2025-05-25,BR013
TXN001366,M37504,978-0-11-127128-5,06/09/2024,2024-06-27,BR004
TXN001367,M51831,978-1-4844-9411-0,28/07/2024,2024-08-02,BR011
TXN001368,M30643,978-0-87328-077-8,2024-01-01,2024-01-19,BR001
TXN001369,M77378,978-0-621-13695-1,08/29/2024,2024-09-09,BR009
TXN001370,M45527,978-1-908335-09-8,2023-10-24,2023-11-12,BR012
TXN001371,M42089,978-1-4257-3066-6,2024-02-02,2024-02-13,BR005
TXN001372,M80854,978-0-323-57071-8,2025-06-21,,BR003
TXN001373,M98538,978-0-285-01168-7,2024-11-07,,BR007
TXN001374,M65897,978-1-5021-3060-0,2024-11-28,2024-12-17,BR012
TXN001375,M92505,978-0-309-81079-1,2025-01-27,2025-02-08,BR012
TXN001376,M50952,978-1-7379457-7-2,2025-08-16,2025-09-07,BR004
TXN001377,M79924,978-1-85324-264-9,2025-07-19,2025-08-03,BR015
TXN001378,M84421,978-0-642-07683-0,2025-10-04,2025-10-27,BR014
TXN001379,M71377,978-1-366-67776-1,2024-09-16,2024-10-09,BR005
TXN001380,M71000,978-1-62833-339-8,2024-03-04,2024-04-02,BR004
TXN001381,M90863,978-1-86543-627-2,2024-01-01,2024-01-24,BR006
TXN001382,M97186,978-1-960335-82-1,2025-02-07,2025-02-22,BR014
TXN001383,M73898,,2025-08-29,2025-09-14,BR008
TXN001384,M70455,978-0-7036-9249-8,2025-04-28,2025-05-18,BR005
TXN001385,M85324,978-0-265-73275-5,2025-01-02,2025-01-25,BR002
TXN001386,M24022,978-0-11-000515-7,2025-08-24,,BR011
TXN001387,M49599,978-0-234-15959-0,2025-08-05,2025-08-13,BR007
TXN001388,M91379,978-1-5244-1822-9,2024-02-10,2024-02-23,BR003
TXN001389,M18658,978-1-288-74312-4,2025-08-08,2025-08-22,BR014
TXN001390,,978-0-267-67209-7,2025-02-28,2025-03-08,BR006
TXN001391,M32686,978-1-992707-95-5,07/22/2025,2025-08-14,BR002
TXN001392,M85260,978-1-122-94621-6,2025-10-08,2025-10-23,BR002
TXN001393,M52647,978-1-4159-7099-7,2024-08-14,2024-08-24,BR014
TXN001394,M63188,978-1-4384-8075-6,06/08/2025,2025-08-26,BR002
TXN001395,M59664,978-0-447-65047-1,07/02/2025,2025-02-10,BR011
TXN001396,M38522,978-0-290-90463-9,2025-08-05,2025-08-30,BR015
TXN001397,M93379,978-1-04-655866-3,2025-03-14,2025-03-19,BR013
TXN001398,M69372,978-1-4837-4417-9,15/08/2025,2025-08-30,BR007
TXN001399,M35646,978-1-81021-312-5,2024-07-12,2024-07-31,BR015
TXN001400,M99071,978-0-11-005912-9,2024-12-12,2025-01-11,BR015
TXN001401,M55123,978-1-191-02312-2,2023-12-20,,BR010
TXN001402,M76902,978-0-633-01658-6,2024-03-02,2024-03-04,BR003
TXN001403,M58394,978-1-927490-72-3,2024-10-19,,BR001
TXN001404,M83404,978-0-342-89311-9,2024-02-28,2024-03-09,BR006
TXN001405,M14087,978-0-269-49684-4,2024-03-21,2024-04-11,BR012
TXN001406,M51697,978-1-380-44210-9,28/11/2023,2023-12-16,BR007
TXN001407,M37684,978-0-9617015-9-8,2025-04-29,2025-05-17,BR008
TXN001408,M60409,978-0-945757-57-3,2024-05-20,2024-05-25,BR006
TXN001409,M47810,978-1-83392-056-7,2024-09-17,2024-09-18,BR011
TXN001410,M19403,978-1-67772-266-2,2025-09-07,2025-09-23,BR003
TXN001411,M96235,978-1-62650-622-0,2024-12-20,,BR003
TXN001412,M94180,978-0-10-672453-6,29/10/2023,2023-11-24,BR014
TXN001413,M89223,978-0-484-33797-7,2024-08-25,2024-09-11,BR010
TXN001414,M65590,978-1-05-115794-3,2024-01-25,2024-02-02,BR008
TXN001415,M34352,978-0-670-42549-5,2024-08-22,2024-09-19,  BR001 
TXN001416,M41031,978-0-8455-2597-5,2023-11-29,2023-12-17,BR005
TXN001417,M85543,978-1-63353-574-9,2024-11-22,2024-12-15,BR001
TXN001418,M58310,978-0-259-39933-9,10/05/2024,2024-10-08,BR008
TXN001419,M28623,978-0-581-62951-7,2024-11-03,2024-11-28,BR009
TXN001420,M46624,978-1-176-34250-7,2024-09-24,2024-10-14,BR002
TXN001421,M21592,978-0-559-78245-9,2024-10-02,2024-10-24,BR011
TXN001422,M20234,978-0-399-14038-9,05/19/2025,2025-05-29,BR009
TXN001423,M90352,978-0-660-44324-9,2023-11-01,2023-11-02,BR006
TXN001424,M71455,978-0-572-76829-4,2024-09-02,2024-09-26,BR015
